"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status"
"Ulmus americana",13,FALSE,2450019,"Ulmaceae","Ulmus","Perennial","Woody","Woody","Perennial",7,14528.6997210147,"Accepted",2450019,"Ulmus americana",NA,"Genus in Europe"
"Ulmus davidiana",2,FALSE,2449971,"Ulmaceae","Ulmus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Ulmus parvifolia",1,FALSE,2448661,"Ulmaceae","Ulmus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Ulmus pumila",20,FALSE,2448824,"Ulmaceae","Ulmus","Perennial","Woody","Woody","Perennial",526,1067729.46348592,"Accepted",2448824,"Ulmus pumila",1805,"Genus in Europe"
"Ulmus rubra",3,FALSE,2448805,"Ulmaceae","Ulmus","Perennial","Woody","Woody","Perennial",1,1572.9149475256,"Accepted",2448805,"Ulmus rubra",NA,"Genus in Europe"
"Ulmus thomasii",4,FALSE,2448843,"Ulmaceae","Ulmus","Perennial","Woody","Woody","Perennial",1,2107.96618987524,"Accepted",2448843,"Ulmus thomasii",NA,"Genus in Europe"
"Urtica cannabina",2,FALSE,2448579,"Urticaceae","Urtica","Perennial","Non-Woody","Non-Woody","Perennial",39,71856.3149764924,"Accepted",2448579,"Urtica cannabina",1978,"Genus in Europe"
"Urtica morifolia",9,FALSE,2449275,"Urticaceae","Urtica","Perennial","Non-Woody","Non-Woody","Perennial",13,24968.4915846089,"Accepted",2449275,"Urtica morifolia",NA,"Genus in Europe"
"Vaccinium corymbosum",11,FALSE,2458789,"Ericaceae","Vaccinium","Perennial","Woody","Woody","Perennial",194,293783.532990691,"Accepted",2458789,"Vaccinium corymbosum",1949,"Genus in Europe"
"Vaccinium cylindraceum",2,FALSE,2458935,"Ericaceae","Vaccinium","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vaccinium macrocarpon",6,FALSE,2457729,"Ericaceae","Vaccinium","Perennial","Woody","Woody","Perennial",170,268708.7957916,"Accepted",2457729,"Vaccinium macrocarpon",1830,"Genus in Europe"
"Vaccinium membranaceum",1,FALSE,2457688,"Ericaceae","Vaccinium","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vaccinium padifolium",2,FALSE,2457264,"Ericaceae","Vaccinium",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Valeriana alliariifolia",3,FALSE,2462297,"Caprifoliaceae","Valeriana","Perennial","Non-Woody","Non-Woody","Perennial",2,5534.61606720686,"Accepted",2462297,"Valeriana alliariifolia",NA,"Genus in Europe"
"Valeriana alpestris",1,FALSE,2462327,"Caprifoliaceae","Valeriana",NA,NA,"Non-Woody","Perennial",15,26242.5915567566,"Accepted",2462327,"Valeriana alpestris",NA,"Genus in Europe"
"Valeriana altaica",1,FALSE,2462310,"Caprifoliaceae","Valeriana",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Valeriana capensis",1,FALSE,2462358,"Caprifoliaceae","Valeriana","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Valeriana erotica",6,FALSE,3225815,"Caprifoliaceae","Valeriana","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Valeriana oxyrhyncha",1,FALSE,3225820,"Caprifoliaceae","Valeriana",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Valeriana phu",2,FALSE,2464750,"Caprifoliaceae","Valeriana",NA,NA,"Non-Woody","Perennial",24,60208.3506235499,"Accepted",2464750,"Valeriana phu",1850,"Genus in Europe"
"Valerianella chlorodonta",1,FALSE,2463570,"Caprifoliaceae","Valerianella",NA,NA,"Non-Woody","Annual",1,3186.8968903514,"Accepted",2463570,"Valerianella chlorodonta",NA,"Genus in Europe"
"Ventenata subenervis",1,FALSE,449608,"Poaceae","Ventenata","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Veratrum dahuricum",1,FALSE,290958,"Melanthiaceae","Veratrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Veratrum oxysepalum",1,FALSE,291289,"Melanthiaceae","Veratrum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum bombyciferum",1,FALSE,2454319,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",37,69849.1938932916,"Accepted",2454319,"Verbascum bombyciferum",1895,"Genus in Europe"
"Verbascum cheiranthifolium",3,FALSE,2454982,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum cymigerum",1,FALSE,2454927,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum formosum",1,FALSE,2455048,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum gaillardotii",5,FALSE,2455060,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum galilaeum",2,FALSE,2455061,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",1,3186.8968903514,"Accepted",2455061,"Verbascum galilaeum",NA,"Genus in Europe"
"Verbascum glomeratum",1,FALSE,2455096,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",1,3186.8968903514,"Accepted",2455096,"Verbascum glomeratum",NA,"Genus in Europe"
"Verbascum olympicum",3,FALSE,2453374,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",22,37307.9236232217,"Accepted",2453374,"Verbascum olympicum",1886,"Genus in Europe"
"Verbascum parviflorum",1,FALSE,2453405,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum songaricum",4,FALSE,2453112,"Scrophulariaceae","Verbascum","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum szovitsianum",1,FALSE,2453301,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbascum tiberiadis",1,FALSE,2453248,"Scrophulariaceae","Verbascum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbena aristigera",1,FALSE,212086,"Verbenaceae","Verbena",NA,NA,"Non-Woody","Perennial",12,21544.4687811973,"Accepted",212086,"Verbena aristigera",1888,"Genus in Europe"
"Verbena bonariensis",2,FALSE,212118,"Verbenaceae","Verbena","Perennial","Non-Woody","Non-Woody","Perennial",882,1546881.75295794,"Accepted",212118,"Verbena bonariensis",1893,"Genus in Europe"
"Verbena hastata",2,FALSE,212339,"Verbenaceae","Verbena","Perennial","Non-Woody","Non-Woody","Perennial",183,271173.3662221,"Accepted",212339,"Verbena hastata",1840,"Genus in Europe"
"Verbena laciniata",1,FALSE,212400,"Verbenaceae","Verbena","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Verbena platensis",1,FALSE,212588,"Verbenaceae","Verbena","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",212588,"Verbena platensis",NA,"Genus in Europe"
"Verbena rigida",2,FALSE,212652,"Verbenaceae","Verbena","Perennial","Non-Woody","Non-Woody","Perennial",164,270858.174843115,"Accepted",212652,"Verbena rigida",1937,"Genus in Europe"
"Veronica arenaria",1,FALSE,2454095,"Plantaginaceae","Veronica",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Veronica armena",2,FALSE,2454015,"Plantaginaceae","Veronica",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Veronica campylopoda",1,FALSE,2453722,"Plantaginaceae","Veronica","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,1854,"Genus in Europe"
"Veronica caucasica",1,FALSE,2453671,"Plantaginaceae","Veronica",NA,NA,"Non-Woody","Perennial",2,5870.45571502237,"Accepted",2453671,"Veronica caucasica",NA,"Genus in Europe"
"Veronica filiformis",7,FALSE,2453773,"Plantaginaceae","Veronica","Perennial","Non-Woody","Non-Woody","Perennial",1328,2233267.54410955,"Accepted",2453773,"Veronica filiformis",1807,"Genus in Europe"
"Veronica lyallii",1,FALSE,2462778,"Plantaginaceae","Veronica",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Veronica macrocarpa",1,FALSE,2462781,"Plantaginaceae","Veronica",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Veronica orientalis",3,FALSE,2463300,"Plantaginaceae","Veronica","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Veronica peregrina",3,FALSE,2463306,"Plantaginaceae","Veronica","Annual","Non-Woody","Non-Woody","Annual",710,1343942.99197051,"Accepted",2463306,"Veronica peregrina",1760,"Genus in Europe"
"Veronica persica",14,FALSE,2463021,"Plantaginaceae","Veronica","Annual","Non-Woody","Non-Woody","Annual",2379,4311760.64217998,"Accepted",2463021,"Veronica persica",1800,"Genus in Europe"
"Veronica salicifolia",1,FALSE,2462136,"Plantaginaceae","Veronica","Perennial","Woody","Woody","Perennial",78,115989.455632397,"Accepted",2462136,"Veronica salicifolia",1913,"Genus in Europe"
"Veronica speciosa",3,FALSE,2462198,"Plantaginaceae","Veronica","Perennial","Woody","Woody","Perennial",11,17001.4603026488,"Accepted",2462198,"Veronica speciosa",NA,"Genus in Europe"
"Veronica × franciscana",1,FALSE,2462848,"Plantaginaceae","Veronica","Perennial","Woody","Woody","Perennial",69,88964.9241819479,"Accepted",2462848,"Veronica × franciscana",1904,"Genus in Europe"
"Viburnum acerifolium",1,FALSE,2455613,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viburnum burejaeticum",1,FALSE,2456094,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viburnum carlesii",5,FALSE,2456081,"Viburnaceae","Viburnum",NA,NA,"Woody","Perennial",19,30051.3810465404,"Accepted",2456081,"Viburnum carlesii",1912,"Genus in Europe"
"Viburnum cotinifolium",2,FALSE,2455770,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viburnum davidii",2,FALSE,2455753,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",56,104497.723565577,"Accepted",2455753,"Viburnum davidii",2013,"Genus in Europe"
"Viburnum dentatum",1,FALSE,2455796,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",5,3940.48637829081,"Accepted",2455796,"Viburnum dentatum",1929,"Genus in Europe"
"Viburnum dilatatum",3,FALSE,2455810,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",1,2388.18794295847,"Accepted",2455810,"Viburnum dilatatum",NA,"Genus in Europe"
"Viburnum glomeratum",1,FALSE,2455742,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",3,6920.84108561653,"Accepted",2455742,"Viburnum glomeratum",2003,"Genus in Europe"
"Viburnum odoratissimum",2,FALSE,2458550,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",2,5870.45571502238,"Accepted",2458550,"Viburnum odoratissimum",NA,"Genus in Europe"
"Viburnum rhytidophyllum",3,FALSE,2458545,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",499,870098.243957747,"Accepted",2458545,"Viburnum rhytidophyllum",1901,"Genus in Europe"
"Viburnum rugosum",10,FALSE,2458492,"Viburnaceae","Viburnum",NA,NA,"Woody","Perennial",9,22372.1549479584,"Accepted",2458492,"Viburnum rugosum",NA,"Genus in Europe"
"Viburnum treleasei",2,FALSE,2458669,"Viburnaceae","Viburnum",NA,NA,"Woody","Perennial",3,6852.42975094273,"Accepted",2458669,"Viburnum treleasei",NA,"Genus in Europe"
"Viburnum trilobum",2,FALSE,2458670,"Viburnaceae","Viburnum","Perennial","Woody","Woody","Perennial",2,4293.31150259942,"Accepted",2458670,"Viburnum trilobum",2007,"Genus in Europe"
"Vicia aintabensis",1,FALSE,2452568,"Fabaceae","Vicia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vicia amoena",1,FALSE,2452552,"Fabaceae","Vicia","Perennial","Non-Woody","Non-Woody","Perennial",1,1962.39157371011,"Accepted",2452552,"Vicia amoena",NA,"Genus in Europe"
"Vicia aphylla",1,FALSE,2452483,"Fabaceae","Vicia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vicia balansae",1,FALSE,2452489,"Fabaceae","Vicia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vicia caroliniana",1,FALSE,2452167,"Fabaceae","Vicia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vicia faba",74,FALSE,2452318,"Fabaceae","Vicia","Annual","Non-Woody","Non-Woody","Annual",1245,2398364.61622005,"Accepted",2452318,"Vicia faba",1863,"Genus in Europe"
"Vicia freyniana",1,FALSE,2452305,"Fabaceae","Vicia",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vicia hyrcanica",1,FALSE,2452935,"Fabaceae","Vicia","Annual","Non-Woody","Non-Woody","Annual",1,2294.85316422695,"Accepted",2452935,"Vicia hyrcanica",2007,"Genus in Europe"
"Vicia kulingana",1,FALSE,2452962,"Fabaceae","Vicia","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vicia megalotropis",1,FALSE,2453095,"Fabaceae","Vicia","Perennial","Non-Woody","Non-Woody","Perennial",5,9694.18815935255,"Accepted",2453095,"Vicia megalotropis",NA,"Genus in Europe"
"Vicia michauxii",1,FALSE,2453076,"Fabaceae","Vicia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vicia noeana",1,FALSE,2453009,"Fabaceae","Vicia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,1877,"Genus in Europe"
"Vicia unijuga",1,FALSE,2451542,"Fabaceae","Vicia","Perennial","Non-Woody","Non-Woody","Perennial",1,2042.722903124,"Accepted",2451542,"Vicia unijuga",NA,"Genus in Europe"
"Vincetoxicum mongolicum",1,FALSE,513678,"Apocynaceae","Vincetoxicum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vincetoxicum rehmannii",1,FALSE,513770,"Apocynaceae","Vincetoxicum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vincetoxicum tmoleum",1,FALSE,513844,"Apocynaceae","Vincetoxicum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vincetoxicum × purpurascens",1,FALSE,513761,"Apocynaceae","Vincetoxicum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viola altaica",2,FALSE,2463436,"Violaceae","Viola","Perennial","Non-Woody","Non-Woody","Perennial",1,2298.23122152569,"Accepted",2463436,"Viola altaica",1927,"Genus in Europe"
"Viola cheiranthifolia",1,FALSE,2463689,"Violaceae","Viola",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viola labradorica",1,FALSE,2460382,"Violaceae","Viola","Perennial","Non-Woody","Non-Woody","Perennial",8,15471.1366749471,"Accepted",2460382,"Viola labradorica",NA,"Genus in Europe"
"Viola langsdorffii",1,FALSE,2926289,"Violaceae","Viola","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viola macloskeyi",1,FALSE,2460484,"Violaceae","Viola","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viola modesta",1,FALSE,2459454,"Violaceae","Viola",NA,"Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viola nephrophylla",1,FALSE,2459521,"Violaceae","Viola","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Viola paradoxa",1,FALSE,2459411,"Violaceae","Viola",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vitis acerifolia",1,FALSE,2456517,"Vitaceae","Vitis","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vitis aestivalis",3,FALSE,2456568,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",2,6214.32145411513,"Accepted",2456568,"Vitis aestivalis",NA,"Genus in Europe"
"Vitis amurensis",3,FALSE,2456543,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",14,25516.1374725802,"Accepted",2456543,"Vitis amurensis",NA,"Genus in Europe"
"Vitis arizonica",2,FALSE,2456451,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vitis berlandieri",2,FALSE,2456499,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",16,42174.5126054204,"Accepted",2456499,"Vitis berlandieri",NA,"Genus in Europe"
"Vitis davidii",1,FALSE,2872423,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vitis labrusca",5,FALSE,2456207,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",85,173904.742898344,"Accepted",2456207,"Vitis labrusca",1885,"Genus in Europe"
"Vitis monticola",1,FALSE,2456407,"Vitaceae","Vitis","Perennial",NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Vitis riparia",1,FALSE,2457043,"Vitaceae","Vitis",NA,NA,"Woody","Perennial",219,515515.614528316,"Accepted",2457043,"Vitis riparia",1811,"Genus in Europe"
"Vitis rotundifolia",1,FALSE,2457047,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",1,2671.93225924158,"Accepted",2457047,"Vitis rotundifolia",NA,"Genus in Europe"
"Vitis vulpina",5,FALSE,2457167,"Vitaceae","Vitis","Perennial","Woody","Woody","Perennial",47,103961.73495908,"Accepted",2457167,"Vitis vulpina",1927,"Genus in Europe"
"Volutaria bollei",1,FALSE,3046634,"Asteraceae","Volutaria",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Volutaria canariensis",1,FALSE,3046637,"Asteraceae","Volutaria","Annual","Non-Woody","Non-Woody","Annual",1,2737.71687248433,"Accepted",3046637,"Volutaria canariensis",NA,"Genus in Europe"
"Volutaria lippii",5,FALSE,3046648,"Asteraceae","Volutaria","Annual","Non-Woody","Non-Woody","Annual",3,6426.94853122376,"Accepted",3046648,"Volutaria lippii",1937,"Genus in Europe"
"Willemetia tuberosa",1,FALSE,3061276,"Asteraceae","Willemetia",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Withania aristata",8,FALSE,2465644,"Solanaceae","Withania","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Xanthium orientale",10,FALSE,2916928,"Asteraceae","Xanthium","Annual","Non-Woody","Non-Woody","Annual",1456,2910110.61128362,"Accepted",2916928,"Xanthium orientale",1784,"Genus in Europe"
"Xanthium spinosum",8,FALSE,3119695,"Asteraceae","Xanthium","Annual","Non-Woody","Non-Woody","Annual",989,2165134.63899755,"Accepted",3119695,"Xanthium spinosum",1769,"Genus in Europe"
"Xanthium × vayredae",1,FALSE,3211744,"Asteraceae","Xanthium",NA,NA,"Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Xeranthemum longepapposum",1,FALSE,3040748,"Asteraceae","Xeranthemum","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Xylosalsola paletzkiana",1,FALSE,2609248,"Amaranthaceae","Xylosalsola",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Zelkova carpinifolia",4,FALSE,2469940,"Ulmaceae","Zelkova","Perennial","Woody","Woody","Perennial",26,55380.2470652117,"Accepted",2469940,"Zelkova carpinifolia",NA,"Genus in Europe"
"Zelkova serrata",7,FALSE,2469914,"Ulmaceae","Zelkova","Perennial","Woody","Woody","Perennial",56,94018.7015957012,"Accepted",2469914,"Zelkova serrata",1935,"Genus in Europe"
"Ziziphus jujuba",7,FALSE,2470699,"Rhamnaceae","Ziziphus","Perennial","Woody","Woody","Perennial",584,1264406.05937525,"Accepted",2470699,"Ziziphus jujuba",1966,"Genus in Europe"
"Ziziphus spina-christi",10,FALSE,2931344,"Rhamnaceae","Ziziphus","Perennial","Woody","Woody","Perennial",5,10016.7625222001,"Accepted",2931344,"Ziziphus spina-christi",NA,"Genus in Europe"
"Zygophyllum atriplicoides",1,FALSE,2468949,"Zygophyllaceae","Zygophyllum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Zygophyllum fontanesii",6,FALSE,2469557,"Zygophyllaceae","Zygophyllum","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Zygophyllum glutinosum",1,FALSE,3225879,"Zygophyllaceae","Zygophyllum","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Zygophyllum scabrum",2,FALSE,3225890,"Zygophyllaceae","Zygophyllum",NA,NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Genus in Europe"
"Abelmoschus esculentus",11,FALSE,2609574,"Malvaceae","Abelmoschus","Annual","Non-Woody","Non-Woody","Annual",63,127814.61738395,"Accepted",2609574,"Abelmoschus esculentus",1968,"Family in Europe, Genus not"
"Abutilon fruticosum",1,FALSE,2610628,"Malvaceae","Abutilon","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Abutilon grandifolium",3,FALSE,2610654,"Malvaceae","Abutilon","Perennial","Woody","Woody","Perennial",12,21639.8052885419,"Accepted",2610654,"Abutilon grandifolium",NA,"Family in Europe, Genus not"
"Abutilon theophrasti",9,FALSE,2611008,"Malvaceae","Abutilon","Annual","Non-Woody","Non-Woody","Annual",1434,2852072.14712864,"Accepted",2611008,"Abutilon theophrasti",1841,"Family in Europe, Genus not"
"Acacia acinacea",3,FALSE,2611102,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Acacia applanata",1,FALSE,2611267,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Acacia baileyana",3,FALSE,2611385,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",23,43690.1496162403,"Accepted",2611385,"Acacia baileyana",1981,"Family in Europe, Genus not"
"Acacia cultriformis",5,FALSE,2611815,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",5,10816.0937307171,"Accepted",2611815,"Acacia cultriformis",1999,"Family in Europe, Genus not"
"Acacia cyclops",1,FALSE,2611847,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",18,31680.1004865123,"Accepted",2611847,"Acacia cyclops",1939,"Family in Europe, Genus not"
"Acacia dealbata",7,FALSE,2611879,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",519,1160144.48770271,"Accepted",2611879,"Acacia dealbata",1847,"Family in Europe, Genus not"
"Acacia decurrens",2,FALSE,2611901,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",16,31790.0860548962,"Accepted",2611901,"Acacia decurrens",1999,"Family in Europe, Genus not"
"Acacia dentifera",1,FALSE,2611938,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Acacia floribunda",1,FALSE,2612237,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Acacia ligulata",1,FALSE,2612797,"Fabaceae","Acacia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
