microherbivore_species;n;organ;role;phase
Metadonus fernandoi;1;U;U;NA
Metadonus vuillefroyanus;1;L;V;NA
Metalimnus formosus;7;L;V;NA
Metalimnus marmoratus;1;L;V;NA
Metalimnus obtusus;2;L;V;NA
Metalimnus steini;1;L;V;NA
Metallostichodes nigrocyanella;6;L;V;NA
Metallus albipes;3;L;M;NA
Metallus lanceolatus;5;L;M;NA
Metallus pumilus;12;L;M;NA
Metalopha gloriosa;1;U;U;NA
Metapion candidum;3;U;U;NA
Metapion oculare;1;U;U;NA
Metasphaeria acorella;1;L;F;NA
Metasphaeria juncinella;1;L;F;NA
Metasphaeria lonicerae;1;S;P;NA
Metatropis rufescens;2;L;V;NA
Metaxmeste schrankiana;4;L;H;NA
Metcalfa pruinosa;185;S;V;NA
Metendothenia atropunctana;3;L;H;NA
Metidiocerus crassipes;1;L;V;NA
Metidiocerus elegans;5;L;V;NA
Metidiocerus impressifrons;4;L;V;NA
Metidiocerus rutilans;7;L;V;NA
Metopeurum capillatum;2;U;V;NA
Metopeurum enslini;1;C;V;NA
Metopeurum fuscoviride;7;L;V;NA
Metopeurum gentianae;1;L;V;NA
Metopeurum millefolii;1;L;V;NA
Metopeurum urticae;1;L;V;NA
Metopolophium albidum;3;L;V;NA
Metopolophium alpinum;4;U;V;summer
Metopolophium dirhodum;45;L;V;summer
Metopolophium fasciatum;2;L;V;NA
Metopolophium festucae;12;L;V;NA
Metopolophium frisicum;1;L;V;NA
Metopolophium montanum;3;U;V;summer
Metopolophium sabihae;3;L;V;NA
Metopolophium tenerum;3;L;V;NA
Metopomyza flavonotata;3;L;M;NA
Metopomyza interfrontalis;1;U;U;NA
Metopomyza junci;1;L;M;NA
Metopomyza nigrohumeralis;1;U;U;NA
Metopomyza scutellata;1;L;M;NA
Metopomyza xanthaspis;1;L;M;NA
Metopoplax ditomoides;10;F;V;NA
Metopoplax fuscinervis;2;F;V;NA
Metopoplax origani;13;L;V;NA
Metriochroa latifoliella;3;L;M;NA
Metropis aris;3;L;V;NA
Metropis inermis;2;L;V;NA
Metropis latifrons;1;L;V;NA
Metropis mayri;3;L;V;NA
Metzneria aestivella;6;X;G;NA
Metzneria aprilella;2;X;B;NA
Metzneria artificella;1;U;U;NA
Metzneria campicolella;1;X;B;NA
Metzneria castiliella;1;X;B;NA
Metzneria diffusella;2;U;U;NA
Metzneria ehikeella;1;X;B;NA
Metzneria hilarella;1;U;U;NA
Metzneria lappella;3;X;B;NA
Metzneria leae;1;U;U;NA
Metzneria littorella;1;X;B;NA
Metzneria metzneriella;6;X;G;NA
Metzneria neli;1;X;B;NA
Metzneria neuropterella;8;X;B;NA
Metzneria paucipunctella;3;X;B;NA
Metzneria santolinella;1;U;U;NA
Metzneria subflavella;2;X;B;NA
Metzneria torosulella;1;X;B;NA
Metzneria tristella;1;X;B;NA
Miarus abnormis;1;X;G;NA
Miarus ajugae;17;F;B;larva
Miarus campanulae;19;F;G;NA
Miarus monticola;2;U;U;NA
Miarus praecursor;1;U;U;NA
Miarus simplex;1;U;U;NA
Miarus solarii;1;U;U;NA
Miarus stoeckleini;1;NA;NA;NA
Micantulina micantula;3;L;V;NA
Micantulina pseudomicantula;1;L;V;NA
Micantulina stigmatipennis;3;L;V;NA
Micantulina teucrii;1;L;V;NA
Micrelus ericae;5;X;B;larva
Micrelus ferrugatus;3;U;U;NA
Micrelytra fossularum;2;L;V;NA
Microbotryum anomalum;3;X;G;NA
Microbotryum aviculare;1;X;G;NA
Microbotryum betonicae;4;X;G;NA
Microbotryum bistortarum;2;X;G;NA
Microbotryum bosniacum;1;X;G;NA
Microbotryum cardui;7;X;G;NA
Microbotryum carthusianorum;1;X;G;NA
Microbotryum chloranthae-verrucosum;1;X;G;NA
Microbotryum cichorii;1;X;G;NA
Microbotryum cordae;5;X;G;NA
Microbotryum coronariae;1;X;G;NA
Microbotryum dianthorum;34;X;G;NA
Microbotryum duriaeanum;18;F;G;NA
Microbotryum flosculorum;3;X;G;NA
Microbotryum goeppertianum;4;L;P;NA
Microbotryum heliospermae;2;X;G;NA
Microbotryum holostei;1;F;G;NA
Microbotryum intermedium;5;X;G;NA
Microbotryum jehudanum;3;F;G;NA
Microbotryum koenigiae;1;L;P;NA
Microbotryum kuehneanum;1;X;G;NA
Microbotryum lagerheimii;3;X;G;NA
Microbotryum lychnidis-dioicae;7;X;G;NA
Microbotryum majus;7;X;G;NA
Microbotryum marginale;1;L;P;NA
Microbotryum minuartiae;5;X;G;NA
Microbotryum moenchiae-manticae;2;F;G;NA
Microbotryum nannfeldtii;1;F;G;NA
Microbotryum nepalense;1;S;G;NA
Microbotryum nivale;1;F;G;NA
Microbotryum onopordi;1;X;G;NA
Microbotryum parlatorei;7;L;P;NA
Microbotryum picaceum;1;X;G;NA
Microbotryum pinguiculae;5;X;G;NA
Microbotryum piperi;1;L;P;NA
Microbotryum primulae;1;X;G;NA
Microbotryum pustulatum;2;L;P;NA
Microbotryum reticulatum;1;X;G;NA
Microbotryum salviae;1;X;G;NA
Microbotryum saponariae;2;X;G;NA
Microbotryum saponariorum;2;X;G;NA
Microbotryum scabiosae;5;X;G;NA
Microbotryum scolymi;2;X;G;NA
Microbotryum scorzonerae;8;X;G;NA
Microbotryum shykoffianum;3;X;G;NA
Microbotryum silenes-acaulis;1;X;G;NA
Microbotryum silenes-dioicae;1;X;G;NA
Microbotryum silenes-inflatae;7;X;G;NA
Microbotryum silenes-saxifragae;1;X;G;NA
Microbotryum silybum;1;X;G;NA
Microbotryum stellariae;14;X;G;NA
Microbotryum stygium;4;X;G;NA
Microbotryum succisae;1;X;G;NA
Microbotryum superbum;4;X;G;NA
Microbotryum tragopogonis-pratensis;8;X;G;NA
Microbotryum vinosum;1;X;G;NA
Microbotryum violaceoirregulare;1;X;G;NA
Microbotryum violaceoverrucosum;9;X;G;NA
Microbotryum violaceum;29;X;G;NA
Microbotryum warmingii;3;L;G;NA
Microcephalothrips abdominalis;12;U;U;NA
Microcercis trigonella;12;S;B;NA
Micrococcus sardous;1;R;V;NA
Microdiplodia cinnamomi;1;L;F;NA
Microdiplodia punctifolia;1;L;F;NA
Microdiplodia retamae;1;S;NA;NA
Microdiplodia riofrioi;1;L;F;NA
Microdiplodia viciae;1;S;F;NA
Microdiprion pallipes;4;L;V;NA
Microdochium nivale;3;L;F;NA
Microdochium panattonianum;3;L;F;NA
Microdochium phragmitis;1;L;F;NA
Microlarinus eliasenae;1;S;B;NA
Microlarinus lareynii;1;F;G;NA
Microlarinus lypriformis;1;S;B;NA
Microlasioptera flexuosa;1;S;G;NA
Microlechia chretieni;5;L;M;NA
Microlechia rhamnifoliae;1;L;M;NA
Microlophium carnosum;2;L;V;NA
Microlophium sibiricum;1;L;V;NA
Microloxia herbaria;9;L;V;NA
Microon sahlbergi;2;F;G;NA
Micropera padina;1;S;CA;NA
Micropeza corrigiolata;4;R;V;NA
Micropeza lateralis;1;R;B;NA
Microplax albofasciata;2;X;V;NA
Microplax interrupta;16;X;V;NA
Microplax limbata;1;L;V;NA
Microplax plagiata;1;X;V;NA
Microplontus atlanticus;1;U;U;NA
Microplontus campestris;1;X;B;larva
Microplontus edentulus;3;U;U;NA
Microplontus fairmairei;1;X;B;NA
Microplontus fairmairii;2;X;B;NA
Microplontus falcozi;1;X;B;NA
Microplontus melanostigma;6;S;B;larva
Microplontus millefolii;2;S;B;larva
Microplontus molitor;4;S;B;larva
Microplontus nigrovittatus;2;U;U;NA
Microplontus rugulosus;10;S;B;larva
Microplontus triangulum;3;S;B;larva
Microporus nigrita;6;R;V;NA
Microsiphum jazykovi wahlgreni;1;X;V;NA
Microsiphum millefolii;1;C;V;NA
Microsiphum nudum;2;C;V;NA
Microsiphum woronieckae;1;C;V;NA
Microsphaeropis naumovii;1;L;F;NA
Microsphaeropsis glycyrrhizicola;1;L;F;NA
Microsphaeropsis ulmicola;1;L;F;NA
Microstrobilinia castrans;3;X;G;NA
Microstroma album;3;L;P;NA
Microstroma cycadis;1;L;F;NA
Micrurapteryx gradatella;4;L;M;NA
Micrurapteryx kollariella;12;L;M;NA
Micrurapteryx sophorivora;2;L;M;NA
Mikiola cristata;4;L;G;NA
Mikiola fagi;2;L;G;NA
Mikiola orientalis;1;L;G;NA
Mikomya coryli;2;L;G;NA
Milesina blechni;4;L;P;01
Milesina carpatorum;2;L;P;23
Milesina dieteliana;9;L;P;01
Milesina feurichii;1;L;P;summer
Milesina kriegeriana;14;L;P;01
Milesina magnusiana;1;L;G;summer
Milesina murariae;2;L;P;23
Milesina neoexigua;2;L;P;23
Milesina scolopendrii;5;L;P;01
Milesina vogesiaca;7;L;P;01
Milesina whitei;2;L;P;23
Milesina woodwardiana;1;L;F;23
Millieria dolosalis;3;L;M;NA
Mimallygus lacteinervis;2;L;V;NA
Mimas tiliae;19;L;V;NA
Mimeuria ulmiphila;4;L;G;spring
Mimocoris coarctatus;4;L;V;NA
Mimocoris rugicollis;10;L;V;NA
Mimosestes mimosae;2;F;B;NA
Mindarus abietinus;13;L;G;NA
Mindarus obliquus;6;L;V;NA
Minetia criella;1;L;H;NA
Minilimosina fungicola;3;U;U;NA
Minilimosina parvula;1;U;U;NA
Minoa murinata;1;L;V;NA
Minois dryas;15;L;V;NA
Minucia lunaris;3;L;V;NA
Minyops carinatus;2;R;V;NA
Minyops costalis;2;R;V;NA
Minyops variolosus;1;R;V;NA
Mirabella albifrons;2;L;V;NA
Miricatena prunicola;1;L;F;NA
Miridius quadrivirgatus;7;L;V;NA
Mirificarma cabezella;1;S;B;NA
Mirificarma cytisella;5;L;H;NA
Mirificarma eburnella;6;L;H;NA
Mirificarma flavella;2;U;U;NA
Mirificarma interrupta;7;L;H;NA
Mirificarma lentiginosella;6;L;H;NA
Mirificarma maculatella;2;L;H;NA
Mirificarma mulinella;8;B;B;NA
Mirificarma rhodoptera;1;S;B;NA
Mirificarma ulicinella;1;X;H;NA
Miris nebrodensis;2;L;V;NA
Miris striatus;11;L;V;NA
Mirococcopsis ammophila;10;C;SC;NA
Mirococcopsis brevipilosa;1;R;SC;NA
Mirococcopsis elongata;3;S;H;NA
Mirococcopsis nagyi;1;S;SC;NA
Mirococcopsis subterranea;10;R;SC;NA
Mirococcus ankaranus;1;U;SC;NA
Mirococcus clarus;7;U;SC;NA
Mirococcus festucae;3;U;SC;NA
Mirococcus inermis;12;R;SC;NA
Mirococcus longiventris;2;U;SC;NA
Mirococcus ostiaplurimus;3;S;SC;NA
Misericoccus imperatae;2;S;SC;NA
Miyagia pseudosphaeria;21;L;P;23
Mniotype adusta;10;L;V;NA
Mniotype fratellum;1;L;V;NA
Mniotype satura;6;L;V;NA
Mniotype schumacheri;4;L;V;NA
Mniotype solieri;4;L;V;NA
Mniotype spinosa;1;L;V;NA
Mniotype usurpatrix;8;L;V;NA
Mocydia crocea;5;L;V;NA
Mocydiopsis attenuata;3;L;V;NA
Mocydiopsis intermedia;2;L;V;NA
Mocydiopsis longicauda;3;L;V;NA
Mocydiopsis monticola;1;L;V;NA
Mocydiopsis parvicauda;1;L;V;NA
Moesziomyces bullatus;3;F;G;NA
Mogulones abbreviatulus;3;R;B;larva
Mogulones albolineatus;3;C;B;NA
Mogulones albosignatus;1;U;B;larva
Mogulones amplipennis;1;U;U;NA
Mogulones andreae;2;U;B;larva
Mogulones angulicollis;4;U;U;NA
Mogulones annibal;3;U;U;NA
Mogulones asperifoliarum;22;S;B;larva
Mogulones aubei;5;U;U;NA
Mogulones austriacus;2;S;B;NA
Mogulones beckeri;1;U;U;NA
Mogulones bernhauseri;1;U;U;NA
Mogulones biondii;1;U;U;NA
Mogulones borraginis;3;F;B;larva
Mogulones cingulatus;3;U;U;NA
Mogulones crucifer;5;R;B;larva
Mogulones cynoglossi;1;U;U;NA
Mogulones deiectus;2;C;B;NA
Mogulones diecki;1;U;U;NA
Mogulones dimidiatus;1;S;B;NA
Mogulones euphorbiae;6;S;B;larva
Mogulones geographicus;5;R;B;larva
Mogulones gibbicollis;3;U;B;NA
Mogulones humicola;1;U;U;NA
Mogulones hungaricus;2;U;U;NA
Mogulones javetii;3;R;B;larva
Mogulones korbi;1;U;U;NA
Mogulones larvatus;8;C;B;larva
Mogulones lineatus;1;C;B;NA
Mogulones macedonicus;1;U;B;NA
Mogulones pallidicornis;5;U;B;larva
Mogulones peregrinus;2;U;U;NA
Mogulones pseudopollinarius;2;U;U;NA
Mogulones raphani;2;S;B;larva
Mogulones rheophilus;1;U;U;NA
Mogulones sahini;1;U;U;NA
Mogulones sainteclairei;1;U;U;NA
Mogulones subasperatus;2;U;U;NA
Mogulones sublineellus;2;C;B;NA
Mogulones t-album;5;U;U;NA
Mogulones trisignatus;3;U;B;larva
Mogulones venedicus;5;U;B;larva
Mogulonoides radula;1;U;U;NA
Mohelnaspis ampelodesmae;1;L;SC;NA
Mohelnaspis massiliensis;3;U;U;NA
Mohelnaspis toletana;2;L;SC;NA
Moissonia punctata;1;L;V;NA
Moitrelia boeticella;1;L;H;NA
Moitrelia hispanella;3;L;H;NA
Moitrelia italogallicella;1;L;H;NA
Moitrelia obductella;6;L;H;NA
Mollisia plantaginis;2;L;F;NA
Molorchus akbesianus;1;DW;B;NA
Molorchus juglandis;3;DW;B;NA
Molorchus minor;9;DW;B;NA
Moma alpium;6;L;V;NA
Mompha bradleyi;1;S;G;NA
Mompha confusella;2;S;B;NA
Mompha conturbatella;2;L;H;NA
Mompha divisella;12;S;G;NA
Mompha epilobiella;6;L;M;NA
Mompha idaei;3;R;B;NA
Mompha jurassicella;1;S;B;NA
Mompha lacteella;2;L;M;NA
Mompha langiella;7;L;M;NA
Mompha locupletella;7;L;M;NA
Mompha miscella;5;L;M;NA
Mompha ochraceella;1;L;M;NA
Mompha propinquella;3;L;M;NA
Mompha raschkiella;2;L;M;NA
Mompha sexstrigella;1;L;M;NA
Mompha sturnipennella;1;S;B;spring
Mompha subbistrigella;5;F;G;NA
Mompha terminella;2;L;M;NA
Monalocoris filicis;4;L;V;NA
Monaphis antennata;2;L;V;NA
Monardis plana;4;L;V;NA
Monarthropalpus flavus;4;L;G;NA
Mondeguina atlanticella;1;L;M;NA
Monellia caryella;2;L;V;NA
Monelliopsis caryae;2;L;V;NA
Monelliopsis pecanis;1;L;V;NA
Mongolojassus bicuspidatus;1;L;V;NA
Monilia baccarum;1;S;D;NA
Monilia crataegi;1;L;F;NA
Monilia foliicola;4;L;F;NA
Monilinia fructigena;6;F;P;NA
Monilinia johnsonii;1;L;F;NA
Monilinia laxa;6;F;D;NA
Monilinia linhartiana;2;L;F;NA
Monilinia megalospora;1;L;F;NA
Monilinia mespili;1;L;F;NA
Monilinia padi;1;L;F;NA
Monochaetia berberidis;1;L;F;NA
Monochaetia karstenii;1;L;F;NA
Monochaetia monochaeta;4;L;F;NA
Monochaetia rosae-caninae;1;L;F;NA
Monochaetinula ceratoniae;1;L;F;NA
Monochamus galloprovincialis;8;DW;B;NA
Monochamus saltuarius;3;DW;B;NA
Monochamus sartor;2;DW;B;NA
Monochamus sutor;5;DW;B;NA
Monochamus urussovii;1;DW;B;NA
Monochetus saxatilis;1;L;V;NA
Monochetus sulcatus;1;L;G;NA
Monochroa arundinetella;3;L;M;NA
Monochroa conspersella;2;L;M;NA
Monochroa cytisella;1;S;G;NA
Monochroa divisella;1;L;M;NA
Monochroa elongella;1;F;B;NA
Monochroa ferrea;2;R;B;NA
Monochroa hornigi;4;S;B;NA
Monochroa inflexella;1;U;U;NA
Monochroa lucidella;3;S;B;NA
Monochroa lutulentella;1;R;B;NA
Monochroa moyses;2;L;M;NA
Monochroa niphognatha;1;S;B;NA
Monochroa palustrella;3;Sys;B;NA
Monochroa rebeli;1;L;M;NA
Monochroa rumicetella;2;L;M;NA
Monochroa saltenella;1;U;U;NA
Monochroa scutatella;1;R;B;NA
Monochroa sepicolella;2;L;M;NA
Monochroa servella;2;L;M;NA
Monochroa simpliciella;2;U;U;NA
Monochroa suffusella;1;L;BM;NA
Monochroa tenebrella;3;R;B;NA
Monochroa tetragonella;1;L;BM;NA
Monoctenus juniperi;2;L;V;NA
Monoctenus obscuratus;2;L;V;NA
Monodidymaria canadensis;1;L;F;NA
Monodidymaria equiseti;1;L;F;NA
Monodiplosis liebeli;1;NA;I;NA
Monolepta anatolica;4;L;V;NA
Mononychus punctumalbum;12;F;G;NA
Mononychus schoenherri;1;F;B;NA
Monophadnoides rubi;3;L;V;NA
Monophadnoides ruficruris;2;L;V;NA
Monophadnus alpicola;2;L;V;NA
Monophadnus latus;3;L;O;NA
Monophadnus monticola;1;L;V;NA
Monophadnus pallescens;4;L;V;NA
Monophadnus spinolae;2;L;V;NA
Monostegia abdominalis;5;L;V;NA
Monostegia nigra;3;L;V;NA
Monosteira discoidalis;2;L;V;NA
Monosteira lobulifera;10;L;V;NA
Monosteira unicostata;25;L;V;NA
Monostichella betularum;1;L;F;NA
Monostichella coryli;1;L;F;NA
Monostichella osmundae;1;L;F;NA
Monostichella robergei;1;L;F;NA
Monostichella salicis;1;L;F;NA
Monosynamma bohemanni;4;L;V;NA
Monosynamma maritimum;1;L;V;NA
Monosynamma sabulicola;3;L;V;NA
Monoxia obesula;5;L;M;NA
Monsoma pulveratum;2;L;V;NA
Montagnellina stellatis;1;L;P;NA
Montagula perforans;1;S;F;NA
Montandoniola moraguesi;3;NA;Pre;NA
Mordellistena acuticollis;4;S;B;NA
Mordellistena austriaca;3;S;B;NA
Mordellistena bicoloripilosa;4;S;B;NA
Mordellistena brevicauda;2;R;B;NA
Mordellistena brunneispinosa;1;S;B;NA
Mordellistena cattleyana;1;L;M;NA
Mordellistena falsoparvula;2;S;B;NA
Mordellistena imitatrix;1;S;B;NA
Mordellistena koelleri;1;C;B;NA
Mordellistena kraatzi;7;S;B;NA
Mordellistena luteipalpis;1;S;B;NA
Mordellistena nanuloides;1;S;B;NA
Mordellistena parvula;6;S;B;NA
Mordellistena parvuliformis;2;S;B;NA
Mordellistena pentas;3;S;B;NA
Mordellistena pseudoparvula;2;S;B;NA
Mordellistena pumila;2;S;B;NA
Mordellistena pygmaeola;1;S;B;NA
Mordellistena weisei;3;S;B;NA
Mordellistenula perrisi;1;S;B;NA
Moreaua aterrima;14;X;G;NA
Moreaua kochiana;2;X;G;NA
Morimus asper;42;DW;B;NA
Morinia pestalozzioides;3;S;F;NA
Moritziella corticalis;2;S;G;NA
Mormo maura;13;L;V;NA
Muellerianella brevipennis;2;L;V;NA
Muellerianella extrusa;1;L;V;NA
Muellerianella fairmairei;3;L;V;NA
Muellerites juniperi;1;L;P;NA
Muhabbetana  vincamajorella;1;L;M;NA
Muhabbetana euphorbiella;12;L;M;NA
Muhabbetana jubae;3;L;M;NA
Muhabbetana nigrifasciata;1;L;M;NA
Muirodelphax aubei;1;L;V;NA
Musaria affinis;7;S;B;NA
Musaria argus;5;S;B;NA
Musaria astarte;1;S;B;NA
Musaria boeberi;1;S;B;NA
Musaria cephalotes;1;S;B;NA
Musaria puncticollis;1;S;B;NA
Musaria rubropunctata;4;S;B;NA
Musaria tirellii;1;S;B;NA
Musaria wachanrui;1;S;B;NA
Muscaphis escherichi;3;L;G;spring
Muschampia alta;1;L;V;NA
Muschampia proteides;3;L;H;NA
Muschampia proto;6;L;H;NA
Muschampia tessellum;2;L;V;NA
Musicillium theobromae;1;F;F;NA
Mustha longispinis;17;L;V;NA
Mustha spinosula;16;L;V;NA
Mustha vicina;7;L;V;NA
Mycocecis ovalis;1;NA;NA;NA
Mycocentrospora acerina;42;L;F;NA
Mycocentrospora linariae;2;L;F;NA
Mycocentrospora veratri;2;L;F;NA
Mycodiplosis padi;1;L;U;NA
Mycodiplosis pulsatillae;2;F;G;NA
Mycosarcoma maydis;2;X;G;NA
Mycosphaerella aceris;1;L;F;NA
Mycosphaerella alchemillicola;1;L;F;NA
Mycosphaerella althaeina;1;L;F;NA
Mycosphaerella anthemidina;1;L;F;NA
Mycosphaerella anthurii;1;L;F;NA
Mycosphaerella arbuticola;1;L;F;NA
Mycosphaerella asperulata;1;L;F;NA
Mycosphaerella aucubae;1;L;F;NA
Mycosphaerella aurantiorum;1;L;F;NA
Mycosphaerella brunneola;1;L;F;NA
Mycosphaerella bubakii;1;L;F;NA
Mycosphaerella castaneicola;1;L;F;NA
Mycosphaerella chamaeropis;1;L;F;NA
Mycosphaerella clymenia;1;L;F;NA
Mycosphaerella crataegi;1;L;F;NA
Mycosphaerella dalmatica;1;L;F;NA
Mycosphaerella dianthi;8;L;F;NA
Mycosphaerella equiseti;2;L;F;NA
Mycosphaerella equiseticola;1;L;F;NA
Mycosphaerella filicum;5;L;F;NA
Mycosphaerella hedericola;1;L;F;NA
Mycosphaerella hesperidum;1;L;F;NA
Mycosphaerella huteriana;1;L;F;NA
Mycosphaerella hypostomatica;1;L;F;NA
Mycosphaerella isariphora;2;L;F;NA
Mycosphaerella juniperina;1;L;F;NA
Mycosphaerella lindingeri;1;L;F;NA
Mycosphaerella mediterranea;1;L;F;NA
Mycosphaerella octopetalae;1;L;F;NA
Mycosphaerella omphalosporoides;1;L;F;NA
Mycosphaerella oxyacanthae;1;L;F;NA
Mycosphaerella pinifolia;1;L;P;NA
Mycosphaerella pomi;2;L;F;NA
Mycosphaerella pruni-persicae;1;L;F;NA
Mycosphaerella pyri;3;L;F;NA
Mycosphaerella pyrolae;1;L;F;NA
Mycosphaerella rubefaciens;1;L;F;NA
Mycosphaerella salicicola;1;L;F;NA
Mycosphaerella schelkovnikovii;1;L;F;NA
Mycosphaerella silenis;1;L;F;NA
Mycosphaerella stemmatea;1;L;F;NA
Mycosphaerella superflua;2;S;F;NA
Mycosphaerella tingens;1;L;F;NA
Mycosphaerella vulnerariae;1;L;F;NA
Mycosphaerella zeae;1;L;F;NA
Mycterodus capitatus;1;S;V;NA
Mycterodus lesbicum;1;S;V;NA
Mycterodus lodosicus;3;S;V;NA
Mycterodus spinicordatus;5;S;V;NA
Mycterodus tekneticus;5;S;V;NA
Mycteroplus puniceago;1;X;V;NA
Mycterothrips albidicornis;25;L;V;NA
Mycterothrips annulicornis;7;U;V;NA
Mycterothrips consociatus;7;L;V;NA
Mycterothrips latus;13;L;V;NA
Mycterothrips salicis;13;L;V;NA
Mycterothrips tschirkunae;10;U;U;NA
Myelois circumvoluta;8;X;B;NA
Myndus musivus;2;R;V;NA
Myoleja lucida;2;F;G;NA
Myopites apicatus;1;X;G;NA
Myopites cypriacus;2;X;G;NA
Myopites eximia;4;X;G;NA
Myopites inulaedysentericae;4;X;G;NA
Myopites jasoniae;1;X;G;NA
Myopites longirostris;2;X;G;NA
Myopites nigrescens;2;X;B;NA
Myopites stylatus;1;X;G;NA
Myopites tenellus;1;X;G;NA
Myopites variofasciatus;1;X;G;NA
Myopites zernyi;2;X;B;NA
Myricomyia mediterranea;7;B;G;NA
Myriellina cydoniae;1;L;F;NA
Myrioconium ambiens;1;S;P;NA
Myriosclerotinia curreyana;5;S;F;NA
Myriosclerotinia juncifida;6;S;F;NA
Myriosclerotinia luzulae;1;S;F;NA
Myriosclerotinia scirpicola;5;S;F;NA
Myriosclerotinia sulcatula;5;S;F;NA
Myrmecophyes variabilis;1;L;V;NA
Myrmus miriformis;3;L;V;NA
Mythimna albipuncta;6;L;V;NA
Mythimna conigera;6;L;V;NA
Mythimna favicolor;4;L;V;NA
Mythimna ferrago;9;L;V;NA
Mythimna impura;12;L;V;NA
Mythimna l-album;9;L;V;NA
Mythimna languida;2;L;V;NA
Mythimna litoralis;1;L;V;NA
Mythimna pallens;10;L;V;NA
Mythimna prominens;2;L;V;NA
Mythimna pudorina;5;L;V;NA
Mythimna riparia;1;L;V;NA
Mythimna straminea;5;L;V;NA
Mythimna turca;15;L;V;NA
Mythimna umbrigera;4;L;V;NA
Mythimna unipuncta;6;L;V;NA
Myxosporium alneum;1;S;CA;NA
Myxosporium devastans;1;S;P;NA
Myzaphis bucktoni;4;L;V;NA
Myzaphis rosarum;8;L;V;NA
Myzaphis turanica;1;L;V;NA
Myzocallis boerneri;11;L;V;NA
Myzocallis carpini;2;L;V;NA
Myzocallis castanicola;11;L;V;NA
Myzocallis cocciferina;3;L;V;NA
Myzocallis coryli;4;L;V;NA
Myzocallis komareki;9;L;V;NA
Myzocallis macrolepidis;1;L;V;NA
Myzocallis mediterranea;6;L;V;NA
Myzocallis myricae;1;L;V;NA
Myzocallis occidentalis;4;L;V;NA
Myzocallis schreiberi;1;L;V;NA
Myzocallis walshii;1;L;V;NA
Myzotoxoptera wimhurstae;4;C;V;NA
Myzus ajugae;2;L;G;NA
Myzus antirrhinii;4;S;V;NA
Myzus ascalonicus;57;L;V;NA
Myzus borealis;2;S;V;NA
Myzus cerasi;22;L;V;summer
Myzus certus;22;L;V;NA
Myzus cymbalariae;17;L;V;NA
Myzus dianthicola;1;L;V;NA
Myzus dyslycialis;3;L;G;NA
Myzus hemerocallis;3;L;V;NA
Myzus langei;6;S;G;NA
Myzus ligustri;2;L;G;NA
Myzus linariae;2;X;V;NA
Myzus lythri;12;L;V;summer
Myzus mumecola;1;L;G;NA
Myzus myosotidis;1;L;G;NA
Myzus ornatus;60;L;V;NA
Myzus padellus;4;L;V;summer
Myzus persicae;192;L;V;summer
Myzus varians;8;L;V;summer
Nabis capsiformis;3;NA;Pre;NA
Nabis ericetorum;3;NA;Pre;NA
Nabis lineatus;1;NA;Pre;NA
Nabis reuterianus;1;NA;Pre;NA
Nabis rugosus;5;NA;Pre;NA
Nabis viridulus;1;NA;Pre;NA
Nacobbus aberrans;9;R;G;NA
Naenia typica;21;L;V;NA
Nakataea sigmoidea;1;C;F;NA
Nalanda fulgidicollis;10;S;B;NA
Nalepella breweriana;2;L;V;NA
Nalepella danica;3;L;V;NA
Nalepella ednae;1;L;V;NA
Nalepella haarlovi;1;L;V;NA
Nalepella shevtchenkoi;3;L;V;NA
Nalepella triceras;5;L;V;NA
Nalepella tsugae;1;L;V;NA
Nanna armillata;2;X;B;NA
Nanna flavipes;1;X;B;NA
Nanna inermis;1;X;B;NA
Nannfeldtiomyces anomalus;2;L;F;NA
Nannfeldtiomyces sparganii;1;L;F;NA
Nanodiscus transversus;2;X;B;NA
Nanomimus annulatus;2;S;G;NA
Nanomimus circumscriptus;2;S;G;NA
Nanomimus hemisphaericus;2;S;G;NA
Nanophyes brevis;2;X;B;NA
Nanophyes globiformis;3;S;G;NA
Nanophyes globulus;1;F;B;NA
Nanophyes marmoratus;2;X;B;NA
Nanophyes pallidus;2;F;G;NA
Nanophyes rubricus;2;C;G;NA
Nanopsallus carduellus;2;L;V;NA
Nanosius chloroticus;1;L;V;NA
Naohidemyces vacciniorum;8;L;P;01
Napicladium celtidis;1;L;F;NA
Napicladium iridis;1;L;F;NA
Napicladium medicaginis;1;S;D;NA
Napomyza annulipes;3;C;G;NA
Napomyza bellidis;1;L;M;NA
Napomyza carotae;3;S;B;NA
Napomyza cichorii;2;S;B;NA
Napomyza elegans;2;R;G;NA
Napomyza hirticornis;3;S;B;NA
Napomyza inquilina;1;S;B;NA
Napomyza lateralis;34;S;B;NA
Napomyza maritima;1;S;B;NA
Napomyza nigriceps;1;S;B;NA
Napomyza scrophulariae;5;F;B;NA
Nariscus spinosus;1;L;V;NA
Narraga fasciolaria;1;L;V;NA
Narraga nelvae;1;L;V;NA
Narraga tessularia;3;L;V;NA
Nascia cilialis;2;L;V;NA
Nasonovia altaensis;1;L;V;NA
Nasonovia brachycyclica;1;L;V;NA
Nasonovia compositellae;2;L;G;NA
Nasonovia compositellae hispanica;1;L;G;NA
Nasonovia compositellae nigra;11;L;G;NA
Nasonovia dasyphylli;11;L;V;NA
Nasonovia nivalis;2;L;V;NA
Nasonovia pilosellae;6;L;G;NA
Nasonovia ribisnigri;56;L;V;summer
