"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","min_fr"
"Larix sibirica",36,TRUE,379148,"Pinaceae","Larix","Perennial","Woody","Woody","Perennial",1735
"Laser archangelica",1,TRUE,3009637,"Apiaceae","Laser",NA,NA,"Non-Woody","Perennial",NA
"Laser trilobum",9,TRUE,2340932,"Apiaceae","Laser","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Laserpitium gallicum",4,TRUE,2340906,"Apiaceae","Laserpitium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Laserpitium halleri",7,TRUE,2341602,"Apiaceae","Laserpitium","Perennial","Non-Woody","Non-Woody","Perennial",1993
"Laserpitium krapfii",2,TRUE,2341586,"Apiaceae","Laserpitium",NA,NA,"Non-Woody","Perennial",NA
"Laserpitium krapfii subsp. gaudinii",4,TRUE,2898312,"Apiaceae","Laserpitium",NA,NA,"Non-Woody","Perennial",NA
"Laserpitium latifolium",36,TRUE,2341603,"Apiaceae","Laserpitium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Laserpitium peucedanoides",2,TRUE,2341612,"Apiaceae","Laserpitium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lasiospermum bipinnatum",1,FALSE,3106669,"Asteraceae","Lasiospermum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lasiospermum brachyglossum",1,FALSE,3106670,"Asteraceae","Lasiospermum","Annual","Non-Woody","Non-Woody","Annual",NA
"Latania lontaroides",1,FALSE,108912,"Arecaceae","Latania","Perennial","Woody","Woody","Perennial",NA
"Lathraea squamaria",1,TRUE,2497842,"Orobanchaceae","Lathraea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus amphicarpos",2,TRUE,2352163,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",NA
"Lathyrus angulatus",2,TRUE,2352119,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1850
"Lathyrus annuus",4,TRUE,2352076,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1835
"Lathyrus aphaca",13,TRUE,2352087,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1632
"Lathyrus aureus",3,TRUE,2350900,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus cicera",14,TRUE,2350608,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1891
"Lathyrus clymenum",9,TRUE,2350599,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1891
"Lathyrus digitatus",3,TRUE,2350610,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus filiformis",1,TRUE,2350515,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus grandiflorus",3,TRUE,2350553,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1903
"Lathyrus hallersteinii",2,TRUE,2350659,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus heterophyllus",9,TRUE,2350728,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1894
"Lathyrus hirsutus",6,TRUE,2350736,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1666
"Lathyrus inconspicuus",2,TRUE,2350746,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1874
"Lathyrus incurvus",1,TRUE,2350738,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1941
"Lathyrus japonicus",6,TRUE,2350767,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus japonicus var. maritimus",9,TRUE,2350770,"Fabaceae","Lathyrus",NA,NA,"Non-Woody","Perennial",NA
"Lathyrus laevigatus",2,TRUE,2350752,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus laevigatus subsp. occidentalis",3,TRUE,2872723,"Fabaceae","Lathyrus",NA,NA,"Non-Woody","Perennial",NA
"Lathyrus latifolius",38,TRUE,2350701,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1670
"Lathyrus laxiflorus",2,TRUE,2350698,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus linifolius",31,TRUE,2351366,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus magellanicus",1,FALSE,2351398,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus miniatus",3,FALSE,2351406,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus niger",28,TRUE,2351298,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1803
"Lathyrus nissolia",8,TRUE,2351310,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1861
"Lathyrus ochrus",6,TRUE,2350654,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1880
"Lathyrus odoratus",22,TRUE,2351328,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1780
"Lathyrus oleraceus",60,TRUE,2351525,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1770
"Lathyrus pallescens",3,TRUE,2351501,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus palustris",12,TRUE,2351505,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus pannonicus",6,TRUE,2351481,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1937
"Lathyrus pisiformis",6,TRUE,2351541,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1861
"Lathyrus pratensis",114,TRUE,2351512,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",2011
"Lathyrus roseus",3,TRUE,2351419,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus rotundifolius",4,TRUE,2351424,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus sativus",16,TRUE,2351466,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1804
"Lathyrus sphaericus",4,TRUE,2351119,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1830
"Lathyrus sylvestris",49,TRUE,2351122,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1597
"Lathyrus tingitanus",9,TRUE,2351147,"Fabaceae","Lathyrus","Annual","Non-Woody","Non-Woody","Annual",1954
"Lathyrus tuberosus",46,TRUE,2351044,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1777
"Lathyrus venetus",3,TRUE,2351029,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lathyrus vernus",37,TRUE,2351026,"Fabaceae","Lathyrus","Perennial","Non-Woody","Non-Woody","Perennial",1830
"Launaea arborescens",10,TRUE,3062826,"Asteraceae","Launaea","Perennial","Woody","Woody","Perennial",NA
"Launaea fragilis",10,TRUE,3062792,"Asteraceae","Launaea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Launaea lanifera",9,TRUE,3062919,"Asteraceae","Launaea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Launaea nudicaulis",3,TRUE,3062952,"Asteraceae","Launaea","Perennial",NA,"Non-Woody","Perennial",NA
"Laurus azorica",16,FALSE,2349402,"Lauraceae","Laurus","Perennial","Woody","Woody","Perennial",NA
"Laurus nobilis",82,TRUE,2349094,"Lauraceae","Laurus","Perennial","Woody","Woody","Perennial",1900
"Laurus novocanariensis",15,FALSE,2349095,"Lauraceae","Laurus",NA,NA,"Woody","Perennial",NA
"Lavandula angustifolia",27,TRUE,108971,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",1800
"Lavandula canariensis",12,FALSE,108993,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",NA
"Lavandula dentata",1,TRUE,109005,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",1770
"Lavandula latifolia",6,TRUE,109033,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",NA
"Lavandula minutolii",4,FALSE,109046,"Lamiaceae","Lavandula","Perennial",NA,"Woody","Perennial",NA
"Lavandula multifida",12,TRUE,109049,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",2004
"Lavandula pedunculata",8,TRUE,109059,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",NA
"Lavandula pedunculata subsp. sampaioana",2,TRUE,109063,"Lamiaceae","Lavandula",NA,NA,"Woody","Perennial",NA
"Lavandula pinnata",2,FALSE,109066,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",NA
"Lavandula stoechas",33,TRUE,109094,"Lamiaceae","Lavandula","Perennial","Woody","Woody","Perennial",1850
"Lavandula × intermedia",4,TRUE,109030,"Lamiaceae","Lavandula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lawsonia inermis",1,FALSE,2353863,"Lythraceae","Lawsonia","Perennial","Woody","Woody","Perennial",NA
"Lecokia cretica",1,TRUE,2341572,"Apiaceae","Lecokia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leersia oryzoides",5,TRUE,422108,"Poaceae","Leersia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Legousia hybrida",2,TRUE,352837,"Campanulaceae","Legousia","Annual","Non-Woody","Non-Woody","Annual",1597
"Legousia speculum-veneris",5,TRUE,358587,"Campanulaceae","Legousia",NA,"Non-Woody","Non-Woody","Annual",1776
"Leiotulus dasyanthus",1,FALSE,2341728,"Apiaceae","Leiotulus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leiotulus involucratus",1,TRUE,2341706,"Apiaceae","Leiotulus",NA,NA,"Non-Woody","Perennial",NA
"Lemna gibba",1,TRUE,109294,"Araceae","Lemna",NA,"Non-Woody","Non-Woody",NA,NA
"Lemna minor",3,TRUE,109308,"Araceae","Lemna",NA,"Non-Woody","Non-Woody",NA,NA
"Leontice leontopetalum",2,TRUE,2342453,"Berberidaceae","Leontice","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leontodon asperrimus",1,TRUE,3074972,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leontodon berinii",1,TRUE,3074979,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leontodon biscutellifolius",4,TRUE,3075015,"Asteraceae","Leontodon",NA,NA,"Non-Woody","Perennial",NA
"Leontodon crispus",7,TRUE,3075039,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",1700
"Leontodon graecus",1,TRUE,3075052,"Asteraceae","Leontodon",NA,NA,"Non-Woody","Perennial",NA
"Leontodon hirtus",1,TRUE,3075057,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leontodon hispidus",62,TRUE,3075058,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",1684
"Leontodon hispidus subsp. hastilis",16,TRUE,3233875,"Asteraceae","Leontodon",NA,NA,"Non-Woody","Perennial",NA
"Leontodon hispidus subsp. montanus",1,TRUE,3075113,"Asteraceae","Leontodon",NA,NA,"Non-Woody","Perennial",NA
"Leontodon hyoseroides",1,TRUE,3075115,"Asteraceae","Leontodon",NA,NA,"Non-Woody","Perennial",NA
"Leontodon incanus",6,TRUE,3075143,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leontodon maroccanus",2,TRUE,3075169,"Asteraceae","Leontodon","Annual","Non-Woody","Non-Woody","Annual",NA
"Leontodon rothii",2,TRUE,3075159,"Asteraceae","Leontodon",NA,NA,"Non-Woody","Perennial",NA
"Leontodon saxatilis",12,TRUE,3075173,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",1985
"Leontodon tenuiflorus",3,TRUE,3075233,"Asteraceae","Leontodon",NA,"Non-Woody","Non-Woody","Perennial",NA
"Leontodon tuberosus",3,TRUE,3075253,"Asteraceae","Leontodon","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leontopodium leontopodioides",1,FALSE,3090478,"Asteraceae","Leontopodium",NA,NA,"Non-Woody","Perennial",NA
"Leontopodium nivale subsp. alpinum",6,TRUE,3090499,"Asteraceae","Leontopodium",NA,NA,"Non-Woody","Perennial",NA
"Leontopodium palibinianum",1,FALSE,3090506,"Asteraceae","Leontopodium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leonurus cardiaca",60,TRUE,109505,"Lamiaceae","Leonurus","Perennial","Non-Woody","Non-Woody","Perennial",1597
"Leonurus glaucescens",1,TRUE,109528,"Lamiaceae","Leonurus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leonurus quinquelobatus",3,TRUE,109577,"Lamiaceae","Leonurus","Perennial","Non-Woody","Non-Woody","Perennial",1800
"Lepidium apetalum",1,TRUE,2338188,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",NA
"Lepidium campestre",29,TRUE,2337827,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",1570
"Lepidium cartilagineum",7,TRUE,2337806,"Brassicaceae","Lepidium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lepidium cartilagineum subsp. cartilagineum",7,TRUE,3257254,"Brassicaceae","Lepidium",NA,NA,"Non-Woody","Annual",NA
"Lepidium coronopifolium",6,TRUE,2337848,"Brassicaceae","Lepidium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lepidium coronopus",7,TRUE,2356176,"Brassicaceae","Lepidium",NA,"Non-Woody","Non-Woody","Annual",1578
"Lepidium densiflorum",4,FALSE,2337846,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",1801
"Lepidium didymum",8,FALSE,2337750,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",1778
"Lepidium draba",115,TRUE,2342458,"Brassicaceae","Lepidium","Perennial","Non-Woody","Non-Woody","Perennial",1685
"Lepidium graminifolium",11,TRUE,2337784,"Brassicaceae","Lepidium",NA,"Non-Woody","Non-Woody","Annual",1830
"Lepidium heterophyllum",5,TRUE,2337794,"Brassicaceae","Lepidium","Perennial","Non-Woody","Non-Woody","Perennial",1801
"Lepidium hirtum",1,TRUE,2337769,"Brassicaceae","Lepidium","Perennial","Non-Woody","Non-Woody","Perennial",1813
"Lepidium hirtum subsp. oxyotum",1,TRUE,2871338,"Brassicaceae","Lepidium",NA,NA,"Non-Woody","Annual",NA
"Lepidium hirtum subsp. petrophilum",1,TRUE,2871336,"Brassicaceae","Lepidium",NA,NA,"Non-Woody","Annual",NA
"Lepidium hirtum subsp. stylatum",1,TRUE,2871337,"Brassicaceae","Lepidium",NA,NA,"Non-Woody","Annual",NA
"Lepidium latifolium",15,TRUE,2338049,"Brassicaceae","Lepidium","Perennial","Non-Woody","Non-Woody","Perennial",1744
"Lepidium perfoliatum",14,TRUE,2338612,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",1858
"Lepidium ruderale",57,TRUE,2338636,"Brassicaceae","Lepidium",NA,"Non-Woody","Non-Woody","Annual",1597
"Lepidium sativum",12,TRUE,2338547,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",17
"Lepidium subulatum",23,TRUE,2338563,"Brassicaceae","Lepidium","Perennial","Woody","Woody","Perennial",NA
"Lepidium vesicarium",3,FALSE,2338732,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",NA
"Lepidium virginicum",8,FALSE,2341702,"Brassicaceae","Lepidium","Annual","Non-Woody","Non-Woody","Annual",1786
"Leptopyrum fumarioides",2,TRUE,2493217,"Ranunculaceae","Leptopyrum","Annual","Non-Woody","Non-Woody","Annual",NA
"Leptospermum scoparium",1,FALSE,111473,"Myrtaceae","Leptospermum","Perennial","Woody","Woody","Perennial",1935
"Leucaena leucocephala",2,FALSE,2346347,"Fabaceae","Leucaena","Perennial","Woody","Woody","Perennial",1989
"Leucanthemella serotina",3,TRUE,3109659,"Asteraceae","Leucanthemella","Perennial","Non-Woody","Non-Woody","Perennial",1909
"Leucanthemopsis alpina",13,TRUE,3111935,"Asteraceae","Leucanthemopsis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leucanthemopsis alpina subsp. minima",1,TRUE,3111955,"Asteraceae","Leucanthemopsis",NA,NA,"Non-Woody","Perennial",NA
"Leucanthemopsis flaveola",1,TRUE,3111969,"Asteraceae","Leucanthemopsis","Perennial",NA,"Non-Woody","Perennial",NA
"Leucanthemopsis pallida",1,TRUE,3111979,"Asteraceae","Leucanthemopsis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leucanthemum atratum",4,TRUE,3112578,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leucanthemum coronopifolium",1,TRUE,3112587,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",NA
"Leucanthemum graminifolium",1,TRUE,3112635,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",NA
"Leucanthemum halleri",4,TRUE,3112640,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leucanthemum ircutianum",4,TRUE,3112265,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leucanthemum maximum",14,TRUE,3112707,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",1957
"Leucanthemum monspeliense",1,TRUE,3112720,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",NA
"Leucanthemum pallens",2,TRUE,3112732,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leucanthemum rotundifolium",2,TRUE,3112753,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",NA
"Leucanthemum sylvaticum",1,TRUE,3208166,"Asteraceae","Leucanthemum","Perennial",NA,"Non-Woody","Perennial",NA
"Leucanthemum vulgare",141,TRUE,3112766,"Asteraceae","Leucanthemum","Perennial","Non-Woody","Non-Woody","Perennial",1600
"Leucojum aestivum",3,TRUE,280491,"Amaryllidaceae","Leucojum","Perennial","Non-Woody","Non-Woody","Perennial",1800
"Leucojum vernum",5,TRUE,280568,"Amaryllidaceae","Leucojum","Perennial","Non-Woody","Non-Woody","Perennial",1834
"Levisticum officinale",17,FALSE,2341672,"Apiaceae","Levisticum","Perennial","Non-Woody","Non-Woody","Perennial",1600
"Leycesteria formosa",4,FALSE,2337367,"Caprifoliaceae","Leycesteria","Perennial","Woody","Woody","Perennial",1905
"Leymus angustus",3,FALSE,422567,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leymus arenarius",52,TRUE,422570,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leymus chinensis",1,FALSE,422581,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leymus condensatus",1,FALSE,422584,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leymus mollis",2,FALSE,422612,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",2010
"Leymus racemosus",10,TRUE,422635,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",1976
"Leymus ramosus",2,TRUE,422640,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Leymus secalinus",1,FALSE,422647,"Poaceae","Leymus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Libanotis pyrenaica subsp. pyrenaica",38,TRUE,3259176,"Apiaceae","Libanotis","Perennial","Non-Woody","Non-Woody","Perennial",1600
"Ligularia fischeri",2,FALSE,3077211,"Asteraceae","Ligularia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ligularia macrophylla",1,FALSE,3077389,"Asteraceae","Ligularia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ligularia sibirica",5,TRUE,3077506,"Asteraceae","Ligularia",NA,NA,"Non-Woody","Perennial",1900
"Ligularia sichotensis",1,FALSE,3077451,"Asteraceae","Ligularia","Perennial",NA,"Non-Woody","Perennial",NA
"Ligusticum lucidum",8,TRUE,2344115,"Apiaceae","Ligusticum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Ligusticum scothicum",6,TRUE,2343883,"Apiaceae","Ligusticum",NA,NA,"Non-Woody","Perennial",1968
"Ligustrum henryi",1,FALSE,354190,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",NA
"Ligustrum ibota",1,FALSE,354204,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",NA
"Ligustrum japonicum",4,FALSE,354176,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",1998
"Ligustrum lucidum",6,FALSE,354188,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",1920
"Ligustrum obtusifolium",1,FALSE,354228,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",NA
"Ligustrum ovalifolium",28,FALSE,354221,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",1880
"Ligustrum sinense",3,FALSE,353849,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",2005
"Ligustrum vulgare",103,TRUE,353907,"Oleaceae","Ligustrum","Perennial","Woody","Woody","Perennial",1791
"Lilium bulbiferum",2,TRUE,280683,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",1740
"Lilium canadense",1,FALSE,280672,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lilium candidum",10,TRUE,280671,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",1804
"Lilium carniolicum",2,TRUE,280679,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lilium longiflorum",1,FALSE,280023,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lilium martagon",12,TRUE,279985,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",1670
"Lilium speciosum",2,FALSE,280228,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Lilium × elegans",1,FALSE,279974,"Liliaceae","Lilium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Limbarda crithmoides",19,TRUE,3113963,"Asteraceae","Limbarda","Perennial",NA,NA,"Perennial",NA
"Limnanthes alba",1,FALSE,2347442,"Limnanthaceae","Limnanthes","Annual","Non-Woody","Non-Woody","Annual",NA
"Limnanthes douglasii",2,FALSE,2347431,"Limnanthaceae","Limnanthes","Annual","Non-Woody","Non-Woody","Annual",1870
"Limoniastrum guyonianum",2,FALSE,2495501,"Plumbaginaceae","Limoniastrum",NA,NA,"Woody","Perennial",NA
"Limoniastrum monopetalum",10,TRUE,2495505,"Plumbaginaceae","Limoniastrum","Perennial","Woody","Woody","Perennial",1982
"Limonium algarvense",4,TRUE,2495465,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA
"Limonium angustebracteatum",1,TRUE,2495557,"Plumbaginaceae","Limonium",NA,NA,"Non-Woody","Perennial",NA
"Limonium arboreum",1,FALSE,2996585,"Plumbaginaceae","Limonium","Perennial","Woody","Woody","Perennial",NA
"Limonium auriculae-ursifolium",1,TRUE,2867980,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Limonium bellidifolium",9,TRUE,2495562,"Plumbaginaceae","Limonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
